x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,image_path,label
0.40718162059783936,0.30129489302635193,0.3566682040691376,0.3033188581466675,0.43958181142807007,0.3140130639076233,0.33283305168151855,0.31627586483955383,0.501651406288147,0.38118401169776917,0.28452548384666443,0.39267733693122864,0.5375258922576904,0.49683842062950134,0.23103970289230347,0.4896968603134155,0.4269634187221527,0.44653505086898804,0.3466397523880005,0.44190946221351624,0.4924022853374481,0.5708500146865845,0.33792805671691895,0.5902763605117798,0.733831524848938,0.6403112411499023,0.41172322630882263,0.7196183800697327,0.4183199405670166,0.6071153283119202,0.44877275824546814,0.8584816455841064,/kaggle/input/yoga-16/train/tree_pose/Tree_Pose_or_Vrksasana__image_282.jpg,tree_pose
0.520469069480896,0.22010716795921326,0.4894677400588989,0.22072568535804749,0.5466837286949158,0.2323218584060669,0.0,0.0,0.5587323904037476,0.2708088457584381,0.4469136595726013,0.2635767459869385,0.5594976544380188,0.18369869887828827,0.45564696192741394,0.16728796064853668,0.5446941256523132,0.096445731818676,0.490360826253891,0.08441951125860214,0.5190879702568054,0.4572528600692749,0.41104719042778015,0.4405127465724945,0.49226024746894836,0.5682152509689331,0.2549785375595093,0.504811704158783,0.4711059033870697,0.7157183289527893,0.4484579861164093,0.49890682101249695,/kaggle/input/yoga-16/train/tree_pose/Tree_Pose_or_Vrksasana__image_271.jpg,tree_pose
0.5327127575874329,0.4932004511356354,0.4991768002510071,0.49476414918899536,0.5483898520469666,0.5066003203392029,0.48750776052474976,0.5051018595695496,0.5725839734077454,0.5720760226249695,0.45058152079582214,0.540909469127655,0.6194730997085571,0.6647495031356812,0.44646868109703064,0.46531206369400024,0.6750237345695496,0.725190281867981,0.4414478838443756,0.37932100892066956,0.5627955794334412,0.7156552076339722,0.46739327907562256,0.7260165214538574,0.7161197662353516,0.7609984278678894,0.5011518001556396,0.8456950187683105,0.5206102728843689,0.744354248046875,0.5188498497009277,0.961677074432373,/kaggle/input/yoga-16/train/tree_pose/Tree_Pose_or_Vrksasana__image_184.jpg,tree_pose
0.4848850667476654,0.1771533489227295,0.43781134486198425,0.177515909075737,0.5069071650505066,0.1857859194278717,0.41181686520576477,0.1837630569934845,0.5596145987510681,0.2508702576160431,0.3598504364490509,0.26991891860961914,0.6864380836486816,0.3484727144241333,0.25016871094703674,0.3654717803001404,0.5091908574104309,0.35282066464424133,0.4266376495361328,0.35399848222732544,0.559646487236023,0.4891188144683838,0.4196109175682068,0.5218036770820618,0.8011199831962585,0.5685977339744568,0.4494677484035492,0.6994999051094055,0.468071311712265,0.5274587869644165,0.5053481459617615,0.8926932215690613,/kaggle/input/yoga-16/train/tree_pose/Tree_Pose_or_Vrksasana__image_157.jpg,tree_pose
0.588873028755188,0.2408829778432846,0.5408879518508911,0.24289879202842712,0.6248348355293274,0.2556624710559845,0.0,0.0,0.6546148657798767,0.32400116324424744,0.45635557174682617,0.3175736665725708,0.7452177405357361,0.2295587956905365,0.38826897740364075,0.21929089725017548,0.7503689527511597,0.10460614413022995,0.38459378480911255,0.10470876097679138,0.6148332953453064,0.5928360223770142,0.44105735421180725,0.5718830227851868,0.5935739874839783,0.7571884393692017,0.22443334758281708,0.6605919599533081,0.5711225271224976,0.94339519739151,0.47410696744918823,0.6298138499259949,/kaggle/input/yoga-16/train/tree_pose/Tree_Pose_or_Vrksasana__image_287.jpg,tree_pose
0.5731084942817688,0.09343243390321732,0.5263694524765015,0.09898100048303604,0.6093742847442627,0.10240202397108078,0.0,0.0,0.6803967952728271,0.2138410061597824,0.4283679127693176,0.20680025219917297,0.727976381778717,0.32922184467315674,0.3717070519924164,0.3271482288837433,0.5917648077011108,0.2768110930919647,0.500795841217041,0.28335466980934143,0.6090591549873352,0.4803149998188019,0.4153658449649811,0.4491261839866638,0.5521747469902039,0.6967421770095825,0.2055390179157257,0.5637158751487732,0.536865770816803,0.9063099026679993,0.4391994774341583,0.5152796506881714,/kaggle/input/yoga-16/train/tree_pose/Tree_Pose_or_Vrksasana__image_310.jpg,tree_pose
0.46147221326828003,0.19894973933696747,0.41767364740371704,0.1987486332654953,0.48408496379852295,0.21808041632175446,0.396384060382843,0.2133413702249527,0.5200703144073486,0.2684582769870758,0.3556104004383087,0.2788080871105194,0.5767035484313965,0.1942501664161682,0.29570794105529785,0.19861535727977753,0.47232574224472046,0.11506433039903641,0.3991180956363678,0.12017178535461426,0.5354296565055847,0.5194393992424011,0.4084813892841339,0.5439203381538391,0.7095292806625366,0.6271106600761414,0.4270089566707611,0.7018432021141052,0.4947413206100464,0.6603556275367737,0.5069553852081299,0.8845087289810181,/kaggle/input/yoga-16/train/tree_pose/Tree_Pose_or_Vrksasana__image_309.jpg,tree_pose
0.4141572415828705,0.20560471713542938,0.3761368691921234,0.2049083709716797,0.4299620985984802,0.22691406309604645,0.3534366488456726,0.22244563698768616,0.4604141116142273,0.2734781503677368,0.31653523445129395,0.2760990262031555,0.539008378982544,0.19876527786254883,0.2669905424118042,0.17875491082668304,0.4632875323295593,0.13013343513011932,0.33728376030921936,0.11790406703948975,0.46603453159332275,0.48328647017478943,0.35979023575782776,0.49774929881095886,0.6120750904083252,0.5927534103393555,0.3768531084060669,0.638829231262207,0.460601806640625,0.6734446287155151,0.4126085638999939,0.8062944412231445,/kaggle/input/yoga-16/train/tree_pose/Tree_Pose_or_Vrksasana__image_288.jpg,tree_pose
0.37632670998573303,0.2552620470523834,0.3167545795440674,0.2552833557128906,0.40007588267326355,0.27724406123161316,0.2817319333553314,0.2712480127811432,0.4471587538719177,0.3221902549266815,0.26043954491615295,0.3361496925354004,0.4793914556503296,0.20868989825248718,0.20432695746421814,0.2178913950920105,0.4999765157699585,0.10015354305505753,0.1804841160774231,0.10822668671607971,0.4581194519996643,0.5713282823562622,0.29826509952545166,0.5975908041000366,0.7004385590553284,0.6598740220069885,0.3671340048313141,0.7599021196365356,0.3939090371131897,0.5986368060112,0.39619356393814087,0.9337234497070312,/kaggle/input/yoga-16/train/tree_pose/Tree_Pose_or_Vrksasana__image_331.jpg,tree_pose
0.3690307140350342,0.12211248278617859,0.32200977206230164,0.11960750818252563,0.4021190404891968,0.14175567030906677,0.29698723554611206,0.13291919231414795,0.4530135691165924,0.2260730266571045,0.2369552105665207,0.2348925620317459,0.4984430968761444,0.39066174626350403,0.16718687117099762,0.37222203612327576,0.3895190358161926,0.3145918846130371,0.3171965479850769,0.3145967721939087,0.4688241481781006,0.46753525733947754,0.3149958550930023,0.5098626017570496,0.7121814489364624,0.5199906826019287,0.40312114357948303,0.7206975221633911,0.390335351228714,0.5192798376083374,0.40146520733833313,0.8546226024627686,/kaggle/input/yoga-16/train/tree_pose/Tree_Pose_or_Vrksasana__image_212.jpg,tree_pose
